Width,Height,Die #,New Die ID Format,# Per Page,Description,Shape,Corner,# Per Stroke,Strokes Per Page,Image,Prodcut Type,Cutter
3.75,4.25,P1549,P1549,8,Kisscut,,Square,2,4,#N/A,Magnets,Preco
5,4,P1550,P1550,-,Custom Shape,,NA,4,,#N/A,Magnets,Preco
6.35,5.32,P1551,P1551,4,Helmet Shape,,NA,2,2,#N/A,Magnets,Preco
3.1179,2.8219,P1552,P1552,24,Tag Shape,,NA,4,6,https://media.magnetguys.com/diecut_proof/D__P1552__3.1179-x-2.8219_P1552_CMD19070854_Tag-Shape.jpg,Magnets,Preco
4.0237,4.438,P1553,P1553,8,Text Logo Shape,,NA,2,4,#N/A,Magnets,Preco
4,4,P1554,P1554,-,Custom Shape,,NA,4,,#N/A,Magnets,Preco
4,2,P1555,P1555,-,Custom Shape,,NA,4,,#N/A,Magnets,Preco
4,3,P1556,P1556,-,Custom Shape,,NA,4,,#N/A,Magnets,Preco
3.5,4,P1557,P1557,12,Custom Shape,,NA,3,4,#N/A,Magnets,Preco
4,3,P1558,P1558,-,Custom Shape,,NA,4,,#N/A,Magnets,Preco
4,3.25,P1559,P1559,8,Custom Shape,,NA,2,4,#N/A,Magnets,Preco
4,3.6,P1560,P1560,-,Custom Shape,,NA,4,,#N/A,Magnets,Preco
4,3.75,P1561,P1561,8,Pretzel Shape,,NA,2,4,#N/A,Magnets,Preco
4,4,P1562,P1562,-,Custom Shape,,NA,4,,#N/A,Magnets,Preco
4,3,P1563,P1563,-,Custom Shape,,NA,4,,#N/A,Magnets,Preco
5,5,P1564,P1564,6,Custom Paw Shape,,NA,2,3,#N/A,Magnets,Preco
3.64,2.15,P1565,P1565,-,Custom Shape,,NA,7,,#N/A,Magnets,Preco
5.8766,7.5139,P1566,P1566,3,Shield Shape,,NA,1,3,#N/A,Magnets,Preco
7,9,P1567,P1567,2,Rectangle,,Square,1,2,#N/A,Magnets,Preco
3.5,5,P1568,P1568,9,Custom Shape,,NA,3,3,#N/A,Magnets,Preco
7.5,5.5,P1569,P1569,4,Picture frame with round punch out,Picture Frame,Round,2,2,#N/A,Magnets,Preco
6.5,1.5,P1570,P1570,14,Text Logo Shape,,NA,7,2,#N/A,Magnets,Preco
2,2,P1571,P0334-P1571-P1599,40,Rectangle (See also P0334-P1599),,Square,20,2,https://media.magnetguys.com/diecut_proof/D__P0334-P1571-P1599__2-x-2_P0334-P1571-P1599_Square-corner.jpg,Magnets,Preco
3.75,5,P1572,P1572,8,Oval Shape,Oval,NA,4,2,#N/A,Magnets,Preco
3.5,3.5,P1573,P1573,12,Eagle Shape,,NA,3,4,https://media.magnetguys.com/diecut_proof/D__P1573__3.5-x-3.5_P1573_CMD19071824_Eagle-Shape.jpg,Magnets,Preco
4.2334,4.2192,P1574,P1574,-,Custom Shape,,NA,4,,#N/A,Magnets,Preco
4.753,5.8298,P1575,P1575,6,Cross Shape,,NA,2,3,#N/A,Magnets,Preco
11.25,11.875,P1576,P1576,1,Rectangle,,Square,1,1,#N/A,Magnets,Preco
3.8,8,P1577,P1577,4,Custom Shape Ribbon,,NA,2,2,#N/A,Magnets,Preco
2.9,3.25,P1578,P1578,20,Custom Shape,Die Cut,NA,4,5,#N/A,Magnets,Preco
5.25,8.5,P1579,P1579,3,Football Shape,,NA,1,3,#N/A,Magnets,Preco
11.25,11.25,P1580,P1580,1,Rectangle,,Square,1,1,#N/A,Magnets,Preco
9,1,P1581,P1581,14,Rectangle,,Square,7,2,https://media.magnetguys.com/diecut_proof/D__P1581__9-x-1_P1581_Square-corner.jpg,Magnets,Preco
2.5481,4.8569,P1582,P1582,-,Custom Shape,,NA,3,,#N/A,Magnets,Preco
2.6702,4.5797,P1583,P1583,-,Custom Shape,,NA,3,,#N/A,Magnets,Preco
2.3711,5.1425,P1584,P1584,-,Custom Shape,,NA,3,,#N/A,Magnets,Preco
2.6968,4.5756,P1585,P1585,-,Custom Shape,,NA,3,,#N/A,Magnets,Preco
5.125,8.25,P1586,P1586,4,Rectangle,,Round,2,2,#N/A,Magnets,Preco
3.5,1.88,P1587,P1587,25,Oval,Oval,NA,5,5,#N/A,Magnets,Preco
3.28,2.07,P1588,P1588,24,Cow Shape,,NA,3,8,https://media.magnetguys.com/diecut_proof/D__P1588__3.28-x-2.07_P1588_CMD19071635_Cow-Shape.jpg,Magnets,Preco
4.215,2.7113,P1589,P1589,-,Custom Shape,,NA,5,,#N/A,Magnets,Preco
2.25,2,P1590,P1590,32,Square corner,,Square,16,2,https://media.magnetguys.com/diecut_proof/D__P1590__2.25-x-2_P1590_Square-corner.jpg,Magnets,Preco
3.5,4,P1591,P1591,8,House Shape,,NA,2,4,#N/A,Magnets,Preco
2.75,1.25,P1592,P1592,42,Rectangle,,Square,21,2,#N/A,Magnets,Preco
3.3586,4.26,P1593,P1593,12,Healthcare Shape,,NA,3,4,#N/A,Magnets,Preco
9,9,P1594,P1594,2,Circle,Circle,NA,1,2,#N/A,Magnets,Preco
4.1332,4.25,P1595,P1595,-,Custom Shape,,NA,4,,#N/A,Magnets,Preco
4.0326,4.1742,P1596,P1596,-,Custom Shape,,NA,4,,#N/A,Magnets,Preco
2,2,P1597,P0198-P1597-P1598,40,Extra 2x2-Round Corner (P0198-P1598),,Round,20,2,https://media.magnetguys.com/diecut_proof/D__P0198-P1597-P1598__2-x-2_P0198-P1597-P1598_Round-corner.jpg,Magnets,Preco
2,2,P1598,P0198-P1597-P1598,40,Extra 2x2-Round Corner (P0198-P1597),,Round,20,2,https://media.magnetguys.com/diecut_proof/D__P0198-P1597-P1598__2-x-2_P0198-P1597-P1598_Round-corner.jpg,Magnets,Preco
2,2,P1599,P0334-P1571-P1599,40,Extra 2x2-Sqaure Corner (P0334-P1571),,Square,20,2,https://media.magnetguys.com/diecut_proof/D__P0334-P1571-P1599__2-x-2_P0334-P1571-P1599_Square-corner.jpg,Magnets,Preco
4.5,4.5,P1600,P1600,6,Rectangle,Square,Square,2,3,#N/A,Magnets,Preco
5.1684,2.9903,P1601,P1601,10,Dolphin Shape,,NA,2,5,https://media.magnetguys.com/diecut_proof/D__P1601__5.1684-x-2.9903_P1601_CMD19073151_Dolphin-Shape.jpg,Magnets,Preco
10.5,6,P1602,P1602,3,Rectangle,,Round,1,3,#N/A,Magnets,Preco
7,8.5,P1603,P1603,2,Rectangle,,Square,1,2,#N/A,Magnets,Preco
4.6085,5.1294,P1604,P1604,6,Text Logo Shape,,NA,2,3,#N/A,Magnets,Preco
3.5,2.5,P1605,P1605,18,Rectangle,,Round,3,6,#N/A,Magnets,Preco
6,4,P1606,P1606,-,Custom Shape,,NA,3,,#N/A,Magnets,Preco
5.125,8.25,P1607,P1607,4,Rectangle,,Square,2,2,#N/A,Magnets,Preco
2.5,2.5,P1608,P1608,24,Apple Shape,,NA,4,6,#N/A,Magnets,Preco
6.25,8,P1609,P1609,-,Custom Shape,,NA,2,,#N/A,Magnets,Preco
5.75,2.69,P1610,P1610,12,Van Shape,,NA,4,3,https://media.magnetguys.com/diecut_proof/D__P1610__5.75-x-2.6902_P1610_CMD19071628_Van-Shape.jpg,Magnets,Preco
4.95,5.5,P1611,P1611,-,Custom Shape,,NA,3,,#N/A,Magnets,Preco
3.43,2.43,P1612,P1612,18,House,,NA,3,6,https://media.magnetguys.com/diecut_proof/D__P1612__3.43-x-2.43_P1612_CMD19080721_House-Shape.jpg,Magnets,Preco
1.76,2.78,P1613,P1613,25,Man Shape,,NA,5,5,https://media.magnetguys.com/diecut_proof/D__P1613__1.76-x-2.78_P1613_CMD19072907_Man-Shape.jpg,Magnets,Preco
4.98,3.07,P1614,P1614,10,Custom Shape - Bear,,NA,2,5,https://media.magnetguys.com/diecut_proof/D__P1614__4.9802-x-3.0704_P1614_CMD19073027_Bear.jpg,Magnets,Preco
5.5738,2.0667,P1615,P1615,12,Pennant Shape,,NA,4,3,https://media.magnetguys.com/diecut_proof/D__P1615__5.5738-x-2.0667_P1615_CMD19073014_Pennant-Shape.jpg,Magnets,Preco
3,3.375,P1616,P1616,15,Piano Shape,,NA,3,5,https://media.magnetguys.com/diecut_proof/D__P1616__3-x-3.375_P1616_CMD19080310_Piano-Shape.jpg,Magnets,Preco
7.25,10.25,P1617,P1617,2,Rectangle,,Round,1,2,#N/A,Magnets,Preco
2.3,3,P1618,P1618,20,Clover / Shamrock Shape,Shaped,NA,4,5,#N/A,Magnets,Preco
5.75,8.75,P1619,P1619,3,Rectangle,,Round,1,3,#N/A,Magnets,Preco
3.75,2,P1620,P1620,20,Heart Mag Tag,,NA,10,2,#N/A,Magnets,Preco
2.88,2.75,P1621,P1621,20,Teddy Bear Shape,,NA,4,5,#N/A,Magnets,Preco
3.75,5.5,P1622,P1622,9,Indiana Shape,,NA,3,3,#N/A,Magnets,Preco
6.7071,6.9711,P1623,P1623,-,Custom Shape,,NA,2,,#N/A,Magnets,Preco
2.12,3.375,P1624,P1624,20,Rectangle,,Square,4,5,#N/A,Magnets,Preco
6.2486,4.2412,P1625,P1625,-,Custom Shape,,NA,2,,#N/A,Magnets,Preco
4.5764,2.9421,P1626,P1626,-,Custom Shape,,NA,5,,#N/A,Magnets,Preco
3.75,4.5,P1627,P1627,8,Picture frame with Square punch out,Picture Frame,Square,2,4,#N/A,Magnets,Preco
2.8735,3.3924,P1628,P1628,15,Shield Shape,,NA,3,5,https://media.magnetguys.com/diecut_proof/D__P1628__2.8735-x-3.3924_P1628_CMD19073132_Shield-shape.jpg,Magnets,Preco
2.6407,1.8662,P1629,P1629,36,Bull Shape,,NA,4,9,https://media.magnetguys.com/diecut_proof/D__P1629__2.6407-x-1.8662_P1629_CMD19061129_Bull-Shape.jpg,Magnets,Preco
2.125,3.375,P1630,P1630,20,Rectangle,,Square,4,5,#N/A,Magnets,Preco
6.6676,6.1363,P1631,P1631,3,Custom Shape,,NA,1,3,#N/A,Magnets,Preco
10,1.5,P1632,P1632,6,Rectangle,,Round,6,1,#N/A,Magnets,Preco
7.1089,4.583,P1633,P1633,-,Custom Shape,,NA,2,,#N/A,Magnets,Preco
11.68,0.73,P1634,P1634,11,Custom Shape,,Round,11,1,#N/A,Magnets,Preco
3.75,10,P1635,P1635,4,Rectangle,,Round,1,4,#N/A,Magnets,Preco
10,2.5,P1636,P1636,6,Rectangle,,Square,3,2,#N/A,Magnets,Preco
3.4001,2.3478,P1637,P1637,-,Custom Shape,,NA,7,,#N/A,Magnets,Preco
4.1414,3.6411,P1638,P1638,-,Custom Shape,,NA,3,,#N/A,Magnets,Preco
5.24,5.22,P1639,P1639,-,Custom Shape,,NA,3,,#N/A,Magnets,Preco
6.75,5,P1640,P1640,3,"Custom ""M"" Shape",,NA,1,3,#N/A,Magnets,Preco
2.375,2.5,P1641,P1641,36,Triangle,,NA,6,6,#N/A,Magnets,Preco
4.5854,2.1467,P1642,P1642,-,Custom Shape,,NA,3,,#N/A,Magnets,Preco
4.2677,5.5436,P1643,P1643,-,Custom Shape,,NA,3,,#N/A,Magnets,Preco
4.2212,1.8806,P1644,P1644,-,Custom Shape,,NA,3,,#N/A,Magnets,Preco
4.7967,3.7398,P1645,P1645,-,Custom Shape,,NA,3,,#N/A,Magnets,Preco
3.3,4,P1646,P1646,-,Custom Shape,,NA,4,,#N/A,Magnets,Preco
3,10,P1647,P1647,5,Rectangle,,Round,1,5,https://media.magnetguys.com/diecut_proof/D__P1647__10-x-3_P1647_Round-corner.jpg,Magnets,Preco
2.5,3,P1648,P1648,18,Puzzle Shape,,NA,9,2,#N/A,Magnets,Preco
6,4,P1649,P1649,-,Custom Shape,,NA,3,,#N/A,Magnets,Preco
4,4.625,P1650,P1650,8,Teddy Bear,Shaped,NA,4,2,#N/A,Magnets,Preco
4,4,P1651,P1651,-,Custom Shape,,NA,3,,#N/A,Magnets,Preco
2,8.5,P1652,P1652,10,Rectangle,,Square,5,2,#N/A,Magnets,Preco
4.5,5.5,P1653,P1653,6,Custom Shape,,NA,2,3,#N/A,Magnets,Preco
11.65,1.41,P1654,P1654,-,Custom Shape,,NA,1,,#N/A,Magnets,Preco
4,5,P1655,P1655,-,Custom Shape,,NA,3,,#N/A,Magnets,Preco
6.3458,3.2337,P1656,P1656,-,Custom Shape,,NA,2,,#N/A,Magnets,Preco
6.3993,4.3258,P1657,P1657,-,Custom Shape,,NA,,,#N/A,Magnets,Preco
7.5625,5,P1658,P1658,-,Custom Shape,,NA,2,,#N/A,Magnets,Preco
5,4.5,P1659,P1659,6,Shield Shape,,NA,2,3,#N/A,Magnets,Preco
6.58,2.72,P1660,P1660,-,Custom Shape,,NA,2,,#N/A,Magnets,Preco
5.5,5.5,P1661,P1661,-,Custom Shape,,NA,3,,#N/A,Magnets,Preco
3.514,3.8709,P1662,P1662,-,Custom Shape,,NA,3,,#N/A,Magnets,Preco
7.91,5.28,P1663,P1663,-,Custom Shape,,NA,2,,#N/A,Magnets,Preco
3.4001,2.347,P1664,P1664,-,Custom Shape,,NA,7,,#N/A,Magnets,Preco
5.5383,6.1261,P1665,P1665,-,Custom Shape,,NA,3,,#N/A,Magnets,Preco
2.2201,2.231,P1666,P1666,-,Custom Shape,,NA,7,,#N/A,Magnets,Preco
4,6.375,P1667,P1667,-,Custom Shape,,NA,2,,#N/A,Magnets,Preco
8.9573,3.1099,P1668,P1668,6,Custom Shape,,NA,3,2,#N/A,Magnets,Preco
5.8135,4.6692,P1669,P1669,6,Shield Shape,,NA,2,3,#N/A,Magnets,Preco
3,3,P1670,P1670,15,Custom Shape,,Square,3,5,#N/A,Magnets,Preco
3.9035,1.5873,P1671,P1671,24,Van Shape,,NA,6,4,https://media.magnetguys.com/diecut_proof/D__P1671__3.9035-x-1.5873_P1671_CMD19090415_Van-Shape.jpg,Magnets,Preco
4.9677,1.4617,P1672,P1672,-,Custom Shape,,NA,3,,#N/A,Magnets,Preco
3.125,3,P1673,P1673,15,Star Shape,,NA,3,5,https://media.magnetguys.com/diecut_proof/D__P1673__3-x-3.125_P1673_CM21204_Star-Shape.jpg,Magnets,Preco
6.25,9.5,P1674,P1674,-,triangle shape,,NA,2,,#N/A,Magnets,Preco
7,2.25,P1675,P1675,8,Rectangle,,Square,4,2,https://media.magnetguys.com/diecut_proof/D__P1675__7-x-2.25_P1675_Square-corner.jpg,Magnets,Preco
3,3,P1676,P1676,15,Custom Shape,,Square,3,5,#N/A,Magnets,Preco
4.2674,1.6688,P1677,P1677,24,Truck Shape,,NA,6,4,https://media.magnetguys.com/diecut_proof/D__P1677__4.2674-x-1.6688_P1677_CMD19091032_Truck-shape.jpg,Magnets,Preco
1.25,3,P1678,P1678,35,Square corner,,Square,7,5,#N/A,Magnets,Preco
2,2,P1679,P1679,-,Custom X Shape,,NA,7,,#N/A,Magnets,Preco
2.25,2.5,P1680,P1680,42,Triangle Shape,,NA,6,7,#N/A,Magnets,Preco
4.26,3.3586,P1681,P1681,-,Custom Shape,,NA,4,,#N/A,Magnets,Preco
2.9821,2.296,P1682,P1682,21,Burger Shape,,NA,3,7,https://media.magnetguys.com/diecut_proof/D__P1682__2.9821-x-2.296_P1682_CMD19091707_Burger-Shape.jpg,Magnets,Preco
7.2068,2.2145,P1683,P1683,7,Custom Shape,,NA,1,7,https://media.magnetguys.com/diecut_proof/D__P1683__7.2068-x--2.2145_P1683_CMD19091231_Custom-Shape.jpg,Magnets,Preco
5.0042,5.5031,P1684,P1684,-,Custom Shape,,NA,3,,#N/A,Magnets,Preco
7.0959,5.7815,P1685,P1685,3,Helmet Shape,,NA,1,3,#N/A,Magnets,Preco
6,4.25,P1686,P1686,6,Square corner,,Square,2,3,#N/A,Magnets,Preco
2,1.68,P1687,P1687,40,Tooth Shape,,NA,20,2,#N/A,Magnets,Preco
11.6367,1.4017,P1688,P1688,-,Custom Shape,,NA,1,,#N/A,Magnets,Preco
4.75,2.213,P1689,P1689,12,Custom Shape,,NA,4,3,#N/A,Magnets,Preco
3.7423,6,P1690,P1690,-,Custom Shape,,NA,2,,#N/A,Magnets,Preco
4.6408,1.926,P1691,P1691,-,Custom Shape,,NA,7,,#N/A,Magnets,Preco
4.1439,5,P1692,P1692,6,Custom Shape,,NA,2,3,#N/A,Magnets,Preco
9,4,P1693,P1693,-,Custom Shape,,NA,2,,#N/A,Magnets,Preco
4,7,P1694,P1694,-,Rectangle,,Round,3,,#N/A,Magnets,Preco
2.437,1.75,P1695,P1695,30,Window Sahpe,,NA,15,2,#N/A,Magnets,Preco
3.53,3.36,P1696,P1696,12,Star Shape,,NA,3,4,https://media.magnetguys.com/diecut_proof/D__P1696__3.53-x-3.36_P1696_CMD19092016_Star-Shape.jpg,Magnets,Preco
4.5,5.5,P1697,P1697,6,Custom Shape,,NA,2,3,#N/A,Magnets,Preco
3.38,3.44,P1698,P1698,15,Custom Shape,,NA,3,5,https://media.magnetguys.com/diecut_proof/D__P1698__3.38--x-3.44_P1698_CMD19091915_Custom-Shape.jpg,Magnets,Preco
3.44,1.41,P1699,P1699,24,Custom Lip Shape,,NA,6,4,https://media.magnetguys.com/diecut_proof/D__P1699__3.44-x-1.41_P1699_CMD19092334_Custom-Lip-Shape.jpg,Magnets,Preco
7.89,4.55,P1700,P1700,6,Shoe Shape,,NA,3,2,#N/A,Magnets,Preco
5,6,P1701,P1701,-,Custom Sheild,,NA,,,#N/A,Magnets,Preco
2,1.75,P1702,P1702,45,Rectangle,,Square,5,9,#N/A,Magnets,Preco
4.5029,3.0637,P1703,P1703,-,Custom Shape,,NA,3,,#N/A,Magnets,Preco
6,6.32,P1704,P1704,-,Custom Shape,,NA,2,,#N/A,Magnets,Preco
7.5,5.5,P1705,P1705,3,Picture Frame -House,Picture Frame,NA,1,3,#N/A,Magnets,Preco
2.4343,3.6219,P1706,P1706,20,Duck Shape,,NA,4,5,https://media.magnetguys.com/diecut_proof/D__P1706__2.4343-x-3.6219_P1706_CMD19100360_Duck-Shape.jpg,Magnets,Preco
4,7,P1707,P1707,6,Top Circle Shape,Circle,NA,3,2,#N/A,Magnets,Preco
3.5,1.75,P1708,P1708,35,Key Shape,,NA,7,5,https://media.magnetguys.com/diecut_proof/D__P1708__3.5-x-1.75_P1708_Key-Shape.jpg,Magnets,Preco
4.37,1.75,P1709,P1709,20,Truck Shape,,NA,5,4,#N/A,Magnets,Preco
9.5,6.5,P1710,P1710,2,Rectangle,,Square,1,2,#N/A,Magnets,Preco
5,4,P1711,P1711,6,Custom Shape,,NA,2,3,#N/A,Magnets,Preco
4.1032,5.7796,P1712,P1712,6,Custom Shape,,NA,2,3,#N/A,Magnets,Preco
2.5,2.5,P1713,P1713,-,Custom Shape,,NA,2,,#N/A,Magnets,Preco
8,2.5,P1714,P1714,-,Kiss cut,,NA,2,,#N/A,Magnets,Preco
5,5,P1715,P1715,-,Custom Shape - Star,,NA,3,,#N/A,Magnets,Preco
3.625,2,P1716,P1716,20,Shoe Shape,,NA,5,4,#N/A,Magnets,Preco
4.1634,2.6834,P1717,P1717,-,Custom Shape,,NA,,,#N/A,Magnets,Preco
3.8553,2.3183,P1718,P1718,16,Bear Shape,,NA,4,4,#N/A,Magnets,Preco
4.18,4.17,P1719,P1719,6,Star Shape,,NA,2,3,#N/A,Magnets,Preco
5.7741,5.7217,P1720,P1720,-,Custom Shape,,NA,3,,#N/A,Magnets,Preco
2.9514,3.2846,P1721,P1721,15,Diamond Shape,,NA,3,5,https://media.magnetguys.com/diecut_proof/D__P1721__2.9514-x-3.2846_P1721_CMD19101447_Diamond-Shape-e.jpg,Magnets,Preco
4,7,P1722,P1722,-,Rectangle,,Round,2,,#N/A,Magnets,Preco
6,4,P1723,P1723,4,W-Text Logo Shape,,NA,2,2,#N/A,Magnets,Preco
3.5893,3.5,P1724,P1724,-,Custom Shape,,NA,4,,#N/A,Magnets,Preco
2.366,1.9822,P1725,P1725,-,Custom Shape,,NA,7,,#N/A,Magnets,Preco
6,6,P1726,P1726,4,Star Shape,,NA,2,2,#N/A,Magnets,Preco
3.125,9,P1727,P1727,6,Rectangle,,Round,3,2,#N/A,Magnets,Preco
3.301,3.3077,P1728,P1728,-,Custom Shape,,NA,5,,#N/A,Magnets,Preco
2.25,3.25,P1729,P1729,21,Rectangle,,Square,3,7,https://media.magnetguys.com/diecut_proof/D__P1729__3.25-x-2.25_P1729_square-corner_template.jpg,Magnets,Preco
5.5,10,P1730,P1730,3,Rectangle,,Square,1,3,#N/A,Magnets,Preco
1,3.5,P1731,P1731,36,Car Shape,Shaped,NA,9,4,#N/A,Magnets,Preco
10.5,5.5,P1732,P1732,3,Rectangle,,Square,1,3,#N/A,Magnets,Preco
3.2808,2.9393,P1733,P1733,-,Custom Shape,,NA,5,,#N/A,Magnets,Preco
2.81,1.25,P1734,P1734,42,Oval Shape,Oval,NA,7,6,#N/A,Magnets,Preco
5,4.76,P1735,P1735,6,Custom Shape,,NA,2,3,#N/A,Magnets,Preco
6,4,P1736,P1736,-,Custom Shape,,NA,2,,#N/A,Magnets,Preco
6,4,P1737,P1737,-,Custom Shape,,NA,2,,#N/A,Magnets,Preco
1.75,2.75,P1738,P1738,30,House with Chimney-Left,,NA,5,6,#N/A,Magnets,Preco
3,4.75,P1739,P1739,10,Rectangle,,Round,2,5,https://media.magnetguys.com/diecut_proof/D__P1739__3-x-4.75_P1739_Round-corner.jpg,Magnets,Preco
7.13,2.6058,P1740,P1740,-,Custom Shape,,NA,2,,#N/A,Magnets,Preco
2.75,4.7,P1741,P1741,-,Custom Shape,,NA,3,,#N/A,Magnets,Preco
2.99,3,P1742,P1742,-,Custom Shape,,NA,5,,#N/A,Magnets,Preco
8,7.9375,P1743,P1743,-,Custom Shape,,NA,2,,#N/A,Magnets,Preco
6.25,4.8125,P1744,P1744,4,Rectangle,,Round,2,2,#N/A,Magnets,Preco
4.31,4.7,P1745,P1745,-,Custom Shape,,NA,3,,#N/A,Magnets,Preco
3,2.98,P1746,P1746,-,Custom Shape,,NA,5,,#N/A,Magnets,Preco
4.78,5,P1747,P1747,-,Custom Shape,,NA,3,,#N/A,Magnets,Preco
6.56,5.63,P1748,P1748,-,Custom Shape,,NA,3,,#N/A,Magnets,Preco
2.9036,3.6778,P1749,P1749,-,Custom Shape,,NA,3,,#N/A,Magnets,Preco
7,11,P1750,P1750,2,Rectangle,,Round,1,2,#N/A,Magnets,Preco
4.6313,4.9782,P1751,P1751,6,Custom Shape,,NA,2,3,#N/A,Magnets,Preco
2.4137,2.4516,P1752,P1752,-,Custom Shape,,NA,5,,#N/A,Magnets,Preco
8.75,6,P1753,P1753,3,Rectangle,,Square,1,3,#N/A,Magnets,Preco
4.17,4.16,P1754,P1754,8,Shield Shape,,NA,2,4,#N/A,Magnets,Preco
5.1722,5.2611,P1755,P1755,6,Flower Shape,,NA,2,3,#N/A,Magnets,Preco
11.6367,1.4017,P1756,P1756,-,Custom Shape,,NA,1,,#N/A,Magnets,Preco
10,10,P1757,P1757,1,Custom Circle,Circle,NA,1,1,#N/A,Magnets,Preco
11,11,P1758,P1758,1,Custom Circle,Circle,NA,1,1,#N/A,Magnets,Preco
4.25,4.1875,P1759,P1759,-,Custom Shape,,NA,3,,#N/A,Magnets,Preco
4.9375,4.833,P1760,P1760,-,Custom Shape,,NA,3,,#N/A,Magnets,Preco
4.8839,2.7485,P1761,P1761,14,Truck Shape,,NA,2,7,#N/A,Magnets,Preco
4.6297,3.8349,P1762,P1762,-,Custom Shape,,NA,3,,#N/A,Magnets,Preco
1.9832,2.4933,P1763,P1763,30,Barrel Shape,,NA,5,6,https://media.magnetguys.com/diecut_proof/D__P1763__1.9832-x-2.4933_P1763_CMD19102109_Barrel-Shape.jpg,Magnets,Preco
3.1253,2.9439,P1764,P1764,-,Custom Shape,,NA,5,,#N/A,Magnets,Preco
2,1.75,P1765,P1765,45,Tree Shape,,NA,5,9,#N/A,Magnets,Preco
4.5,1.87,P1766,P1766,15,Van - One Row,,NA,5,3,https://media.magnetguys.com/diecut_proof/D__P1766__4.5-x-1.87_P1766_CMD18062034_Van.jpg,Magnets,Preco
1.6134,2.2931,P1767,P1767,-,Custom Shape,,NA,7,,#N/A,Magnets,Preco
2.0223,1.8736,P1768,P1768,35,Custom A Shape,,NA,5,7,https://media.magnetguys.com/diecut_proof/D__P1768__2.0223-x-1.8736_P1768_CMD19110426_Custom-A-Shape.jpg,Magnets,Preco
2.3951,1.658,P1769,P1769,36,Custom Shape,,NA,4,9,#N/A,Magnets,Preco
1.8836,1.8831,P1770,P1770,35,Wildcat Face Shape,Shaped,NA,5,7,https://media.magnetguys.com/diecut_proof/D__P1770__1.8836-x-1.8831_P1770_CMD19110426_Wildcat-Face-Shape.jpg,Magnets,Preco
2.37,2.75,P1771,P1771,24,Shirt Shaped,Shaped,NA,4,6,#N/A,Magnets,Preco
5.25,5.25,P1772,P1772,-,Custom Shape (Paw Shape),,NA,3,,#N/A,Magnets,Preco
4.25,3.25,P1773,P1773,12,Rectangle,,Square,6,2,https://media.magnetguys.com/diecut_proof/D__P1773__3.25-x-4.25_P1773_Square-corner.jpg,Magnets,Preco
1.75,1.75,P1774,P1774,45,Rectangle,,Square,5,9,#N/A,Magnets,Preco
6,4,P1775,P1775,9,Pennant Shape,,NA,3,3,#N/A,Magnets,Preco
1.2233,2.8581,P1776,P1776,-,Custom Shape,,NA,7,,#N/A,Magnets,Preco
3.1212,3.1551,P1777,P1777,-,Custom Shape,,NA,5,,#N/A,Magnets,Preco
3.75,4.5,P1778,P1778,8,Truck Shape,,NA,2,4,#N/A,Magnets,Preco
4.799,1.5,P1779,P1779,-,Custom Shape,,NA,3,,#N/A,Magnets,Preco
5.75,5.75,P1780,P1780,3,Rectangle,,Round,1,3,#N/A,Magnets,Preco
3,3.21,P1781,P1781,-,Custom Shape,,NA,5,,#N/A,Magnets,Preco
3.5,6.5,P1782,P1782,6,Rectangle,,Round,3,2,#N/A,Magnets,Preco
5.3423,2.2327,P1783,P1783,14,Van Shape,,NA,2,7,#N/A,Magnets,Preco
6,4,P1784,P1784,2,Rectangle - 6 x 4 - 4 x 4 - Round&Square,,Round&Square,1,2,#N/A,Magnets,Preco
1.5,1.5,P1785,P1785,60,Circle,Circle,NA,12,5,#N/A,Magnets,Preco
2.75,5.25,P1786,P1786,12,Rectangle,,Square,6,2,https://media.magnetguys.com/diecut_proof/D__P1786__5.25-x-2.75_P1786_Square-corner.jpg,Magnets,Preco
8.8618,4,P1787,P1787,-,Custom Shape,,NA,2,,#N/A,Magnets,Preco
9.7053,2.4617,P1788,P1788,-,Custom Shape,,NA,5,,#N/A,Magnets,Preco
3.5221,4.3709,P1789,P1789,-,Custom Shape,,NA,3,,#N/A,Magnets,Preco
4,2.25,P1790,P1790,16,Rectangle,,Square,8,2,https://media.magnetguys.com/diecut_proof/D__P1790__2.25-x-4_P1790_Square-corner.jpg,Magnets,Preco
7,2,P1791,P1791,10,Rectangle,,Square,5,2,https://media.magnetguys.com/diecut_proof/D__P1791__7-x-2_P1791_Square-corner.jpg,Magnets,Preco
6.9577,3.7582,P1792,P1792,-,Custom Shape,,NA,2,,#N/A,Magnets,Preco
6.95,5.69,P1793,P1793,-,Custom Shape,,NA,3,,#N/A,Magnets,Preco
3.9597,4.4131,P1794,P1794,6,Christmas Ornament Shape,,NA,2,3,#N/A,Magnets,Preco
2.9158,2.5352,P1795,P1795,15,Custom Shape,,NA,3,5,https://media.magnetguys.com/diecut_proof/D__P1795__2.9158-x-2.5352_P1795_CMD19111438_Custom-Shape.jpg,Magnets,Preco
4.9884,4.991,P1796,P1796,-,Custom Shape,,NA,3,,#N/A,Magnets,Preco
4.5192,7.2589,P1797,P1797,4,Stainless Steel barrel shaped,,NA,2,2,#N/A,Magnets,Preco
2.75,4,P1798,P1798,-,Custom Shape,,NA,2,,#N/A,Magnets,Preco
